"","sig_id","cell_iname","conditionId"
"2051","DOSVAL001_HT29_24H:BRD-K25712227:5.00365","HT29","BRD-K25712227_4 uM_24 h"
"2052","DOSVAL001_A375_24H:BRD-K40749452:9.99613","A375","BRD-K40749452_10 uM_24 h"
"2053","DOSVAL002_A375_24H:BRD-K43556160:5","A375","BRD-K43556160_4 uM_24 h"
"2054","DOSVAL003_HT29_24H:BRD-K61734568:20","HT29","BRD-K61734568_20 uM_24 h"
"2055","DOSVAL001_A375_24H:BRD-K81335188:10","A375","BRD-K81335188_10 uM_24 h"
"2056","DOSVAL002_A375_24H:BRD-K71387353:5","A375","BRD-K71387353_4 uM_24 h"
"2057","DOSVAL006_A375_24H:BRD-K75781834:20","A375","BRD-K75781834_20 uM_24 h"
"2058","DOSVAL005_HT29_24H:BRD-K78133682:10","HT29","BRD-K78133682_10 uM_24 h"
"2059","DOSVAL001_HT29_24H:BRD-K09050080:5.06915","HT29","BRD-K09050080_4 uM_24 h"
"2060","DOSVAL001_A375_24H:BRD-K81473043:10","A375","tanespimycin_10 uM_24 h"
"2061","DOSVAL004_HT29_24H:BRD-K60738705:20","HT29","BRD-K60738705_20 uM_24 h"
"2062","DOSVAL001_HT29_24H:BRD-K36852845:10.0381","HT29","BRD-K36852845_10 uM_24 h"
"2063","DOSVAL006_HT29_24H:BRD-K04465546:10","HT29","BRD-K04465546_10 uM_24 h"
"2064","DOSVAL001_A375_24H:BRD-K34624563:10","A375","BRD-K34624563_10 uM_24 h"
"2065","DOSVAL003_HT29_24H:BRD-K82328933:20","HT29","BRD-K82328933_20 uM_24 h"
"2066","DOSVAL001_HT29_24H:BRD-K48853221:10","HT29","BRD-K48853221_10 uM_24 h"
"2067","DOSVAL002_HT29_24H:BRD-K08318631:20","HT29","BRD-K08318631_20 uM_24 h"
"2068","DOSVAL003_HT29_24H:BRD-K88114291:20","HT29","BRD-K88114291_20 uM_24 h"
"2069","DOSVAL001_HT29_24H:BRD-K64140008:10.0088","HT29","BRD-K64140008_10 uM_24 h"
"2070","DOSVAL003_HT29_24H:BRD-K31126514:20","HT29","BRD-K31126514_20 uM_24 h"
"2071","DOSVAL006_A375_24H:BRD-K00328666:20","A375","BRD-K00328666_20 uM_24 h"
"2072","DOSVAL006_HT29_24H:BRD-K64337372:5","HT29","BRD-K64337372_4 uM_24 h"
"2073","DOSVAL004_HT29_24H:BRD-K30794866:10","HT29","BRD-K30794866_10 uM_24 h"
"2074","DOSVAL001_HT29_24H:BRD-K81473043:5","HT29","tanespimycin_4 uM_24 h"
"2075","DOSVAL003_HT29_24H:BRD-K10211010:20","HT29","BRD-K10211010_20 uM_24 h"
"2076","DOSVAL002_HT29_24H:BRD-K44242139:20","HT29","BRD-K44242139_20 uM_24 h"
"2077","DOSVAL006_HT29_24H:BRD-K22801678:20","HT29","BRD-K22801678_20 uM_24 h"
"2078","DOSVAL004_HT29_24H:BRD-K02781692:20","HT29","BRD-K02781692_20 uM_24 h"
"2079","DOSVAL002_HT29_24H:BRD-K27475558:20","HT29","BRD-K27475558_20 uM_24 h"
"2080","DOSVAL005_HT29_24H:BRD-K44732214:5","HT29","BRD-K44732214_4 uM_24 h"
"2081","DOSVAL001_HT29_24H:BRD-K90219001:10.1504","HT29","BRD-K90219001_10 uM_24 h"
"2082","DOSVAL005_A375_24H:BRD-K86265745:20","A375","BRD-K86265745_20 uM_24 h"
"2083","DOSVAL001_A375_24H:BRD-K45759552:9.96098","A375","BRD-K45759552_10 uM_24 h"
"2084","DOSVAL002_A375_24H:BRD-K22932079:20","A375","BRD-K22932079_20 uM_24 h"
"2085","DOSVAL003_HT29_24H:BRD-K85134515:20","HT29","BRD-K85134515_20 uM_24 h"
"2086","DOSVAL002_HT29_24H:BRD-K25642189:20","HT29","BRD-K25642189_20 uM_24 h"
"2087","DOSVAL001_A375_24H:BRD-K82153723:9.98193","A375","BRD-K82153723_10 uM_24 h"
"2088","DOSVAL002_HT29_24H:BRD-K14002526:20","HT29","BRD-K14002526_20 uM_24 h"
"2089","DOSVAL001_A375_24H:BRD-K69406317:10","A375","BRD-K69406317_10 uM_24 h"
"2090","DOSVAL005_A375_24H:BRD-K76381171:20","A375","BRD-K76381171_20 uM_24 h"
"2091","DOSVAL006_A375_24H:BRD-K93112400:20","A375","BRD-K93112400_20 uM_24 h"
"2092","DOSVAL004_A375_24H:BRD-K80786583:10","A375","BRD-K80786583_10 uM_24 h"
"2093","DOSVAL003_HT29_24H:BRD-K15050703:20","HT29","BRD-K15050703_20 uM_24 h"
"2094","DOSVAL001_A375_24H:BRD-K71456612:10.0093","A375","BRD-K71456612_10 uM_24 h"
"2095","DOSVAL006_HT29_24H:BRD-K60391168:20","HT29","BRD-K60391168_20 uM_24 h"
"2096","DOSVAL004_A375_24H:BRD-K59333713:10","A375","BRD-K59333713_10 uM_24 h"
"2097","DOSVAL005_HT29_24H:BRD-K46574442:20","HT29","BRD-K46574442_20 uM_24 h"
"2098","DOSVAL005_HT29_24H:BRD-K63158888:20","HT29","BRD-K63158888_20 uM_24 h"
"2099","DOSVAL001_HT29_24H:BRD-K71456612:2.50232","HT29","BRD-K71456612_2.5 uM_24 h"
"2100","DOSVAL006_A375_24H:BRD-K72318460:20","A375","BRD-K72318460_20 uM_24 h"
"2101","DOSVAL003_HT29_24H:BRD-K63455741:20","HT29","BRD-K63455741_20 uM_24 h"
"2102","DOSVAL004_HT29_24H:BRD-K50799972:20","HT29","BRD-K50799972_20 uM_24 h"
"2103","DOSVAL006_HT29_24H:BRD-K94217081:10","HT29","BRD-K94217081_10 uM_24 h"
"2104","DOSVAL005_HT29_24H:BRD-K54263226:20","HT29","BRD-K54263226_20 uM_24 h"
"2105","DOSVAL001_A375_24H:BRD-K41335306:9.98187","A375","BRD-K41335306_10 uM_24 h"
"2106","DOSVAL005_A375_24H:BRD-K02246294:20","A375","BRD-K02246294_20 uM_24 h"
"2107","DOSVAL006_HT29_24H:BRD-K79947405:20","HT29","BRD-K79947405_20 uM_24 h"
"2108","DOSVAL003_HT29_24H:BRD-K69894866:20","HT29","BRD-K69894866_20 uM_24 h"
"2109","DOSVAL003_HT29_24H:BRD-K33218708:20","HT29","BRD-K33218708_20 uM_24 h"
"2110","DOSVAL001_HT29_24H:BRD-K64863641:10.2504","HT29","BRD-K64863641_10 uM_24 h"
"2111","DOSVAL002_HT29_24H:BRD-K68319707:20","HT29","BRD-K68319707_20 uM_24 h"
"2112","DOSVAL001_A375_24H:BRD-K18978393:10.0207","A375","BRD-K18978393_10 uM_24 h"
"2113","DOSVAL006_HT29_24H:BRD-K94501123:20","HT29","BRD-K94501123_20 uM_24 h"
"2114","DOSVAL001_A375_24H:BRD-K55767450:9.9606","A375","BRD-K55767450_10 uM_24 h"
"2115","DOSVAL002_A375_24H:BRD-K45627302:20","A375","BRD-K45627302_20 uM_24 h"
"2116","DOSVAL006_HT29_24H:BRD-A61304759:20","HT29","tanespimycin_20 uM_24 h"
"2117","DOSVAL003_HT29_24H:BRD-K39841630:20","HT29","BRD-K39841630_20 uM_24 h"
"2118","DOSVAL001_HT29_24H:BRD-K16827616:2.50849","HT29","BRD-K16827616_2.5 uM_24 h"
"2119","DOSVAL001_A375_24H:BRD-K25712227:10.0073","A375","BRD-K25712227_10 uM_24 h"
"2120","DOSVAL001_HT29_24H:BRD-K06188599:10.1209","HT29","BRD-K06188599_10 uM_24 h"
"2121","DOSVAL002_A375_24H:BRD-K99026889:20","A375","BRD-K99026889_20 uM_24 h"
"2122","DOSVAL006_HT29_24H:BRD-K75781834:20","HT29","BRD-K75781834_20 uM_24 h"
"2123","DOSVAL003_HT29_24H:BRD-K86671899:20","HT29","BRD-K86671899_20 uM_24 h"
"2124","DOSVAL004_HT29_24H:BRD-K31380618:20","HT29","BRD-K31380618_20 uM_24 h"
"2125","DOSVAL004_HT29_24H:BRD-K42197878:20","HT29","BRD-K42197878_20 uM_24 h"
"2126","DOSVAL001_HT29_24H:BRD-K30309936:10.1642","HT29","BRD-K30309936_10 uM_24 h"
"2127","DOSVAL005_HT29_24H:BRD-K01404579:20","HT29","BRD-K01404579_20 uM_24 h"
"2128","DOSVAL006_HT29_24H:BRD-K90805324:20","HT29","BRD-K90805324_20 uM_24 h"
"2129","DOSVAL001_HT29_24H:BRD-K40749452:9.99613","HT29","BRD-K40749452_10 uM_24 h"
"2130","DOSVAL003_HT29_24H:BRD-K22428007:5","HT29","BRD-K22428007_4 uM_24 h"
"2131","DOSVAL002_HT29_24H:BRD-K10785504:20","HT29","BRD-K10785504_20 uM_24 h"
"2132","DOSVAL004_A375_24H:BRD-K45231555:20","A375","BRD-K45231555_20 uM_24 h"
"2133","DOSVAL006_HT29_24H:BRD-K86895142:20","HT29","BRD-K86895142_20 uM_24 h"
"2134","DOSVAL003_HT29_24H:BRD-K74260000:20","HT29","BRD-K74260000_20 uM_24 h"
"2135","DOSVAL002_A375_24H:BRD-K97972722:20","A375","BRD-K97972722_20 uM_24 h"
"2136","DOSVAL003_HT29_24H:BRD-K31999759:20","HT29","BRD-K31999759_20 uM_24 h"
"2137","DOSVAL003_HT29_24H:BRD-K88378636:20","HT29","withaferin-a_20 uM_24 h"
"2138","DOSVAL004_HT29_24H:BRD-K74316684:20","HT29","BRD-K74316684_20 uM_24 h"
"2139","DOSVAL001_HT29_24H:BRD-K66199755:2.50905","HT29","BRD-K66199755_2.5 uM_24 h"
"2140","DOSVAL001_HT29_24H:BRD-K03861125:10","HT29","BRD-K03861125_10 uM_24 h"
"2141","DOSVAL005_A375_24H:BRD-K47551852:20","A375","BRD-K47551852_20 uM_24 h"
"2142","DOSVAL003_HT29_24H:BRD-K60084530:20","HT29","BRD-K60084530_20 uM_24 h"
"2143","DOSVAL006_A375_24H:BRD-K29251608:20","A375","BRD-K29251608_20 uM_24 h"
"2144","DOSVAL002_HT29_24H:BRD-K43570134:20","HT29","BRD-K43570134_20 uM_24 h"
"2145","DOSVAL004_HT29_24H:BRD-K17722419:20","HT29","BRD-K17722419_20 uM_24 h"
"2146","DOSVAL006_HT29_24H:BRD-K60756411:20","HT29","BRD-K60756411_20 uM_24 h"
"2147","DOSVAL003_HT29_24H:BRD-K24776817:20","HT29","BRD-K24776817_20 uM_24 h"
"2148","DOSVAL005_A375_24H:BRD-K63158888:20","A375","BRD-K63158888_20 uM_24 h"
"2149","DOSVAL005_HT29_24H:BRD-K67161258:20","HT29","BRD-K67161258_20 uM_24 h"
"2150","DOSVAL006_HT29_24H:BRD-K00540336:20","HT29","BRD-K00540336_20 uM_24 h"
"2151","DOSVAL001_A375_24H:BRD-K05639119:9.99781","A375","SA-1920013_10 uM_24 h"
"2152","DOSVAL006_A375_24H:BRD-K93189515:20","A375","BRD-K93189515_20 uM_24 h"
"2153","DOSVAL001_A375_24H:BRD-K61255301:10","A375","BRD-K61255301_10 uM_24 h"
"2154","DOSVAL001_A375_24H:BRD-K95638669:9.99756","A375","BRD-K95638669_10 uM_24 h"
"2155","DOSVAL005_A375_24H:BRD-K91663486:20","A375","BRD-K91663486_20 uM_24 h"
"2156","DOSVAL002_HT29_24H:BRD-K45627302:20","HT29","BRD-K45627302_20 uM_24 h"
"2157","DOSVAL005_HT29_24H:BRD-K45303727:20","HT29","BRD-K45303727_20 uM_24 h"
"2158","DOSVAL006_A375_24H:BRD-K87434936:20","A375","BRD-K87434936_20 uM_24 h"
"2159","DOSVAL005_HT29_24H:BRD-K91663486:20","HT29","BRD-K91663486_20 uM_24 h"
"2160","DOSVAL002_A375_24H:BRD-K45723650:20","A375","BRD-K45723650_20 uM_24 h"
"2161","DOSVAL001_A375_24H:BRD-K85095987:9.95632","A375","BRD-K85095987_10 uM_24 h"
"2162","DOSVAL006_HT29_24H:BRD-K85392418:20","HT29","BRD-K85392418_20 uM_24 h"
"2163","DOSVAL006_A375_24H:BRD-K61991236:20","A375","BRD-K61991236_20 uM_24 h"
"2164","DOSVAL005_A375_24H:BRD-K67161258:20","A375","BRD-K67161258_20 uM_24 h"
"2165","DOSVAL001_A375_24H:BRD-K90219001:10.1504","A375","BRD-K90219001_10 uM_24 h"
"2166","DOSVAL004_HT29_24H:BRD-K79119882:20","HT29","BRD-K79119882_20 uM_24 h"
"2167","DOSVAL006_HT29_24H:BRD-K61991236:20","HT29","BRD-K61991236_20 uM_24 h"
"2168","DOSVAL006_HT29_24H:BRD-K74329753:20","HT29","BRD-K74329753_20 uM_24 h"
"2169","DOSVAL001_HT29_24H:BRD-K69406317:10","HT29","BRD-K69406317_10 uM_24 h"
"2170","DOSVAL004_A375_24H:BRD-K93830491:20","A375","BRD-K93830491_20 uM_24 h"
"2171","DOSVAL006_HT29_24H:BRD-K00328666:20","HT29","BRD-K00328666_20 uM_24 h"
"2172","DOSVAL006_HT29_24H:BRD-K86961442:20","HT29","BRD-K86961442_20 uM_24 h"
"2173","DOSVAL002_A375_24H:BRD-K14002526:20","A375","BRD-K14002526_20 uM_24 h"
"2174","DOSVAL003_HT29_24H:BRD-K24744176:20","HT29","SA-89210_20 uM_24 h"
"2175","DOSVAL002_HT29_24H:BRD-K71387353:5","HT29","BRD-K71387353_4 uM_24 h"
"2176","DOSVAL001_A375_24H:BRD-K74587389:10","A375","BRD-K74587389_10 uM_24 h"
"2177","DOSVAL002_A375_24H:BRD-K08318631:20","A375","BRD-K08318631_20 uM_24 h"
"2178","DOSVAL001_A375_24H:BRD-K92897494:9.38228","A375","BRD-K92897494_10 uM_24 h"
"2179","DOSVAL001_HT29_24H:BRD-K81335188:10","HT29","BRD-K81335188_10 uM_24 h"
"2180","DOSVAL001_HT29_24H:BRD-K97194822:10.0244","HT29","BRD-K97194822_10 uM_24 h"
"2181","DOSVAL006_HT29_24H:BRD-K71401720:20","HT29","BRD-K71401720_20 uM_24 h"
"2182","DOSVAL006_HT29_24H:BRD-K93112400:20","HT29","BRD-K93112400_20 uM_24 h"
"2183","DOSVAL006_HT29_24H:BRD-K28945051:5","HT29","BRD-K28945051_4 uM_24 h"
"2184","DOSVAL004_A375_24H:BRD-K74316684:20","A375","BRD-K74316684_20 uM_24 h"
"2185","DOSVAL006_HT29_24H:BRD-K93189515:20","HT29","BRD-K93189515_20 uM_24 h"
"2186","DOSVAL001_A375_24H:BRD-K88524550:5.00076","A375","BRD-K88524550_4 uM_24 h"
"2187","DOSVAL005_A375_24H:BRD-K96396151:20","A375","BRD-K96396151_20 uM_24 h"
"2188","DOSVAL005_HT29_24H:BRD-K15453459:20","HT29","BRD-K15453459_20 uM_24 h"
"2189","DOSVAL001_HT29_24H:BRD-K79330383:10.0243","HT29","BRD-K79330383_10 uM_24 h"
"2190","DOSVAL003_HT29_24H:BRD-K37461197:5","HT29","BRD-K37461197_4 uM_24 h"
"2191","DOSVAL004_A375_24H:BRD-K28138218:20","A375","BRD-K28138218_20 uM_24 h"
"2192","DOSVAL001_A375_24H:BRD-K16827616:2.50849","A375","BRD-K16827616_2.5 uM_24 h"
"2193","DOSVAL003_HT29_24H:BRD-K36333904:20","HT29","BRD-K36333904_20 uM_24 h"
"2194","DOSVAL003_HT29_24H:BRD-A53134341:20","HT29","Ro-106-9920_20 uM_24 h"
"2195","DOSVAL004_HT29_24H:BRD-K28138218:20","HT29","BRD-K28138218_20 uM_24 h"
"2196","DOSVAL006_A375_24H:BRD-K86961442:20","A375","BRD-K86961442_20 uM_24 h"
"2197","DOSVAL004_HT29_24H:BRD-K58499277:20","HT29","BRD-K58499277_20 uM_24 h"
"2198","DOSVAL001_A375_24H:BRD-K31444894:10.0359","A375","SA-1921867_10 uM_24 h"
"2199","DOSVAL005_A375_24H:BRD-K63000292:20","A375","BRD-K63000292_20 uM_24 h"
"2200","DOSVAL005_HT29_24H:BRD-K64305210:20","HT29","BRD-K64305210_20 uM_24 h"
"2201","DOSVAL001_A375_24H:BRD-K69101489:10.0506","A375","BRD-K69101489_10 uM_24 h"
"2202","DOSVAL001_A375_24H:BRD-K21626096:10.0661","A375","BRD-K21626096_10 uM_24 h"
"2203","DOSVAL001_A375_24H:BRD-K11624501:9.99164","A375","BRD-K11624501_10 uM_24 h"
"2204","DOSVAL004_HT29_24H:BRD-K14091022:20","HT29","SA-1472702_20 uM_24 h"
"2205","DOSVAL004_A375_24H:BRD-K37612077:20","A375","BRD-K37612077_20 uM_24 h"
"2206","DOSVAL004_HT29_24H:BRD-K38797319:20","HT29","BRD-K38797319_20 uM_24 h"
"2207","DOSVAL002_HT29_24H:BRD-K58415436:20","HT29","BRD-K58415436_20 uM_24 h"
"2208","DOSVAL002_HT29_24H:BRD-K13559922:20","HT29","BRD-K13559922_20 uM_24 h"
"2209","DOSVAL002_HT29_24H:BRD-K95549765:5","HT29","BRD-K95549765_4 uM_24 h"
"2210","DOSVAL001_A375_24H:BRD-K03861125:10","A375","BRD-K03861125_10 uM_24 h"
"2211","DOSVAL005_HT29_24H:BRD-K46766834:20","HT29","BRD-K46766834_20 uM_24 h"
"2212","DOSVAL003_HT29_24H:BRD-K99481965:20","HT29","BRD-K99481965_20 uM_24 h"
"2213","DOSVAL006_A375_24H:BRD-K20197338:20","A375","BRD-K20197338_20 uM_24 h"
"2214","DOSVAL004_HT29_24H:BRD-K74905843:20","HT29","BRD-K74905843_20 uM_24 h"
"2215","DOSVAL006_A375_24H:BRD-K04465546:10","A375","BRD-K04465546_10 uM_24 h"
"2216","DOSVAL006_HT29_24H:BRD-K19418153:20","HT29","BRD-K19418153_20 uM_24 h"
"2217","DOSVAL001_HT29_24H:BRD-K18978393:10.0207","HT29","BRD-K18978393_10 uM_24 h"
"2218","DOSVAL004_HT29_24H:BRD-K45231555:20","HT29","BRD-K45231555_20 uM_24 h"
"2219","DOSVAL002_A375_24H:BRD-K43570134:20","A375","BRD-K43570134_20 uM_24 h"
"2220","DOSVAL004_HT29_24H:BRD-K28934562:20","HT29","BRD-K28934562_20 uM_24 h"
"2221","DOSVAL005_A375_24H:BRD-K78133682:10","A375","BRD-K78133682_10 uM_24 h"
"2222","DOSVAL006_A375_24H:BRD-K85392418:20","A375","BRD-K85392418_20 uM_24 h"
"2223","DOSVAL001_HT29_24H:BRD-K31444894:10.0359","HT29","SA-1921867_10 uM_24 h"
"2224","DOSVAL004_HT29_24H:BRD-K69503483:20","HT29","BRD-K69503483_20 uM_24 h"
"2225","DOSVAL006_HT29_24H:BRD-A79768653:10","HT29","sirolimus_10 uM_24 h"
"2226","DOSVAL001_A375_24H:BRD-K63667213:9.90713","A375","SA-1919584_10 uM_24 h"
"2227","DOSVAL002_A375_24H:BRD-K99999497:20","A375","BRD-K99999497_20 uM_24 h"
"2228","DOSVAL005_A375_24H:BRD-K32581454:20","A375","BRD-K32581454_20 uM_24 h"
"2229","DOSVAL002_HT29_24H:BRD-K23958338:5","HT29","BRD-K23958338_4 uM_24 h"
"2230","DOSVAL005_A375_24H:BRD-K54263226:20","A375","BRD-K54263226_20 uM_24 h"
"2231","DOSVAL006_HT29_24H:BRD-K72318460:20","HT29","BRD-K72318460_20 uM_24 h"
"2232","DOSVAL004_A375_24H:BRD-K31380618:20","A375","BRD-K31380618_20 uM_24 h"
"2233","DOSVAL001_A375_24H:BRD-K45718236:10","A375","BRD-K45718236_10 uM_24 h"
"2234","DOSVAL001_HT29_24H:BRD-K55767450:9.9606","HT29","BRD-K55767450_10 uM_24 h"
"2235","DOSVAL005_HT29_24H:BRD-K74381836:20","HT29","SA-1921456_20 uM_24 h"
"2236","DOSVAL001_HT29_24H:BRD-K44252324:10","HT29","BRD-K44252324_10 uM_24 h"
"2237","DOSVAL004_A375_24H:BRD-K75295174:10","A375","alisertib_10 uM_24 h"
"2238","DOSVAL003_HT29_24H:BRD-K78822642:20","HT29","BRD-K78822642_20 uM_24 h"
"2239","DOSVAL004_HT29_24H:BRD-K59333713:10","HT29","BRD-K59333713_10 uM_24 h"
"2240","DOSVAL001_HT29_24H:BRD-K21626096:10.0661","HT29","BRD-K21626096_10 uM_24 h"
"2241","DOSVAL001_A375_24H:BRD-K58138547:10","A375","BRD-K58138547_10 uM_24 h"
"2242","DOSVAL002_A375_24H:BRD-K22937431:5","A375","BRD-K22937431_4 uM_24 h"
"2243","DOSVAL005_HT29_24H:BRD-K32581454:20","HT29","BRD-K32581454_20 uM_24 h"
"2244","DOSVAL005_A375_24H:BRD-K49477330:20","A375","BRD-K49477330_20 uM_24 h"
"2245","DOSVAL005_A375_24H:BRD-K64645183:20","A375","BRD-K64645183_20 uM_24 h"
"2246","DOSVAL001_A375_24H:BRD-K48853221:10","A375","BRD-K48853221_10 uM_24 h"
"2247","DOSVAL001_HT29_24H:BRD-K05885357:10.0043","HT29","BRD-K05885357_10 uM_24 h"
"2248","DOSVAL001_A375_24H:BRD-K66214645:10","A375","BRD-K66214645_10 uM_24 h"
"2249","DOSVAL002_A375_24H:BRD-K27239120:5","A375","SD-6-035-A11_4 uM_24 h"
"2250","DOSVAL004_HT29_24H:BRD-K74656908:20","HT29","BRD-K74656908_20 uM_24 h"
"2251","DOSVAL006_HT29_24H:BRD-K63423329:20","HT29","BRD-K63423329_20 uM_24 h"
"2252","DOSVAL003_HT29_24H:BRD-K75636715:20","HT29","BRD-K75636715_20 uM_24 h"
"2253","DOSVAL005_HT29_24H:BRD-K64645183:20","HT29","BRD-K64645183_20 uM_24 h"
"2254","DOSVAL001_HT29_24H:BRD-K45759552:9.96098","HT29","BRD-K45759552_10 uM_24 h"
"2255","DOSVAL002_A375_24H:BRD-K98645985:20","A375","BRD-K98645985_20 uM_24 h"
"2256","DOSVAL001_HT29_24H:BRD-K82153723:9.98193","HT29","BRD-K82153723_10 uM_24 h"
"2257","DOSVAL006_A375_24H:BRD-K63423329:20","A375","BRD-K63423329_20 uM_24 h"
"2258","DOSVAL004_A375_24H:BRD-K21680192:5","A375","mitoxantrone_4 uM_24 h"
"2259","DOSVAL001_A375_24H:BRD-K09050080:10.1383","A375","BRD-K09050080_10 uM_24 h"
"2260","DOSVAL001_HT29_24H:BRD-K00889002:10.0497","HT29","BRD-K00889002_10 uM_24 h"
"2261","DOSVAL002_HT29_24H:BRD-K24855614:20","HT29","BRD-K24855614_20 uM_24 h"
"2262","DOSVAL003_HT29_24H:BRD-K55233780:20","HT29","BRD-K55233780_20 uM_24 h"
"2263","DOSVAL001_A375_24H:BRD-K05885357:10.0043","A375","BRD-K05885357_10 uM_24 h"
"2264","DOSVAL004_HT29_24H:BRD-K52981369:20","HT29","BRD-K52981369_20 uM_24 h"
"2265","DOSVAL005_A375_24H:BRD-K74461819:20","A375","BRD-K74461819_20 uM_24 h"
"2266","DOSVAL005_HT29_24H:BRD-K83216232:10","HT29","BRD-K83216232_10 uM_24 h"
"2267","DOSVAL005_HT29_24H:BRD-K41335306:10","HT29","BRD-K41335306_10 uM_24 h"
"2268","DOSVAL001_A375_24H:BRD-K06188599:10.1209","A375","BRD-K06188599_10 uM_24 h"
"2269","DOSVAL001_HT29_24H:BRD-K34624563:2.5","HT29","BRD-K34624563_2.5 uM_24 h"
"2270","DOSVAL001_HT29_24H:BRD-K56923419:2.49753","HT29","BRD-K56923419_2.5 uM_24 h"
"2271","DOSVAL005_HT29_24H:BRD-K76381171:20","HT29","BRD-K76381171_20 uM_24 h"
"2272","DOSVAL001_HT29_24H:BRD-K74587389:10","HT29","BRD-K74587389_10 uM_24 h"
"2273","DOSVAL001_HT29_24H:BRD-K11432829:10.0841","HT29","SA-1919875_10 uM_24 h"
"2274","DOSVAL004_HT29_24H:BRD-K50266413:20","HT29","BRD-K50266413_20 uM_24 h"
"2275","DOSVAL002_A375_24H:BRD-K10749593:20","A375","BRD-K10749593_20 uM_24 h"
"2276","DOSVAL001_HT29_24H:BRD-K11624501:9.99164","HT29","BRD-K11624501_10 uM_24 h"
